Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
2296,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2007,3,2.0,1,3.0,2152,16659
2297,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2007,3,3.0,1,4.0,2100,9709
2298,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,3,3.0,1,3.0,1802,13615
2299,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2004,5,3.0,1,3.0,2956,13069
2300,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2003,3,3.0,1,4.0,2385,14277
2301,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2007,3,3.0,1,4.0,1818,12568
2302,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,3,3.0,1,3.0,1614,9926
2303,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,3,2.0,1,3.0,1721,9254
2304,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,3,3.0,1,3.0,1828,10732
2305,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,1,2.0,1,3.0,1302,3901
2306,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,1,2.0,1,3.0,1302,3903
2307,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,2.0,1,3.0,1362,6289
2308,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,2,2.0,1,2.0,1554,4590
2309,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,2.0,1,3.0,1577,7841
2310,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,2,2.0,1,2.0,1324,6240
2311,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2003,2,2.0,1,3.0,1405,3242
2312,Densidade Residencial Baixa,Gilbert,2 andares,5,2007,3,2.0,1,3.0,1496,15810
2313,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,3,2.0,1,3.0,1536,10237
2314,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,3,2.0,1,2.0,1458,13204
2315,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,3,2.0,1,3.0,1495,8857
2316,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,3,3.0,1,4.0,1746,9729
2317,Densidade Residencial Baixa,Gilbert,1 andar,5,2005,3,2.0,1,3.0,1326,12216
2318,Densidade Residencial Baixa,Gilbert,2 andares,5,2007,3,2.0,1,3.0,1504,8229
2319,Densidade Residencial Baixa,Gilbert,2 andares,5,2007,3,2.0,1,3.0,1456,7713
2320,Densidade Residencial Baixa,Gilbert,1 andar,6,2007,3,2.0,1,2.0,1258,7697
2321,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2003,2,3.0,1,3.0,1589,3621
2322,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2007,2,2.0,1,2.0,1266,3710
2323,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,2,2.0,1,3.0,1119,16219
2324,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,3,2.0,1,4.0,1374,11084
2325,Densidade Residencial Baixa,Gilbert,1 andar,5,2006,3,2.0,1,3.0,1525,10936
2326,Densidade Residencial Baixa,Gilbert,2 andares,5,2003,3,2.0,1,3.0,1394,11950
2327,Densidade Residencial Baixa,Gilbert,2 andares,5,2003,4,2.0,1,3.0,1948,7875
2328,Densidade Residencial Baixa,Gilbert,2 andares,5,2002,4,2.0,1,3.0,1995,8740
2329,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,3,2.0,1,4.0,1690,9487
2330,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,3,2.0,1,3.0,1644,9649
2331,Densidade Residencial Baixa,Northridge,2 andares,5,1997,4,3.0,1,4.0,2551,12191
2332,Densidade Residencial Baixa,Northridge,2 andares,5,1998,4,3.0,1,4.0,3078,10557
2333,Densidade Residencial Baixa,Northridge,2 andares,5,1998,4,3.0,1,4.0,2582,11002
2334,Densidade Residencial Baixa,Northridge,2 andares,5,1998,4,3.0,1,3.0,2385,10790
2335,Densidade Residencial Baixa,Northridge,2 andares,5,1992,4,2.0,1,4.0,2202,11762
2336,Densidade Residencial Baixa,Northridge,2 andares,5,1996,4,3.0,1,3.0,2538,9044
2337,Densidade Residencial Baixa,Somerset,1 andar,6,2007,3,2.0,1,2.0,1369,9910
2338,Densidade Residencial Baixa,Somerset,1 andar,5,2007,3,3.0,1,3.0,1542,11830
2339,Densidade Residencial Baixa,Somerset,1 andar,5,2006,3,2.0,1,2.0,1534,10612
2340,Densidade Residencial Baixa,Somerset,1 andar,5,2007,1,3.0,1,3.0,1966,12291
2341,Densidade Residencial Baixa,Somerset,1 andar,5,2007,3,2.0,1,5.0,1528,9965
2342,Densidade Residencial Baixa,Somerset,1 andar,5,2005,3,2.0,1,3.0,1538,8847
2343,Densidade Residencial Baixa,Somerset,1 andar,5,2005,3,2.0,1,3.0,1506,8251
2344,Densidade Residencial Baixa,Somerset,2 andares,5,2006,3,3.0,1,3.0,1977,9605
2345,Densidade Residencial Baixa,Somerset,2 andares,5,2006,3,3.0,1,3.0,1830,8778
2346,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,3,2.0,1,2.0,1338,8640
2347,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,3,2.0,1,2.0,1335,9000
2348,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2007,3,2.0,1,3.0,1792,8640
2349,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2007,3,2.0,1,3.0,1588,10411
2350,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2007,3,3.0,1,4.0,1880,12217
2351,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,2,2.0,1,2.0,1584,10440
2352,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,3.0,1,2.0,1685,11824
2353,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2004,4,3.0,1,3.0,2443,10625
2354,Densidade Residencial Baixa,Sawyer West,1 andar,5,2006,3,0.0,1,2.0,1100,7500
2355,Densidade Residencial Baixa,Sawyer West,1 andar,5,2006,3,0.0,1,2.0,1143,7500
2356,Densidade Residencial Baixa,Sawyer West,1 andar,5,2003,3,2.0,1,2.0,1094,12450
2357,Densidade Residencial Baixa,Sawyer West,1 andar,5,2006,3,2.0,1,2.0,1486,7441
2358,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,3,2.0,1,3.0,1820,11613
2359,Densidade Residencial Baixa,Sawyer West,2 andares,5,1980,2,1.0,1,2.0,1266,8012
2360,Densidade Residencial Baixa,Sawyer,1 andar,5,1977,2,1.0,1,2.0,894,6285
2361,Densidade Residencial Baixa,Sawyer,1 andar,7,1968,3,2.0,1,3.0,1040,7476
2362,Densidade Residencial Baixa,Veenker,2 andares,5,1990,3,2.0,1,4.0,2503,19522
2363,Densidade Residencial Baixa,Sawyer,1 andar,5,1974,2,2.0,1,2.0,1037,10751
2364,Densidade Residencial Baixa,Sawyer,1 andar,7,1973,2,2.0,1,2.0,1055,12712
2365,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2004,2,2.0,1,3.0,1378,4379
2366,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,2.0,1,3.0,1151,3523
2367,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,2.0,1,3.0,1565,3784
2368,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,2.0,1,3.0,1352,3606
2369,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,2.0,1,3.0,1550,5330
2370,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1501,2280
2371,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,3,2.0,1,3.0,1573,2117
2372,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,1999,3,2.0,1,2.0,1358,7321
2373,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2003,3,2.0,1,4.0,2048,8010
2374,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1998,3,2.0,1,4.0,2362,8413
2375,Densidade Residencial Baixa,Veenker,1 andar,5,1994,1,2.0,1,3.0,1494,9466
2376,Densidade Residencial Baixa,Veenker,1 andar,6,1980,3,2.0,1,4.0,2362,12000
2377,Densidade Residencial Baixa,Veenker,1 andar,5,1981,2,2.0,1,3.0,2497,17778
2378,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1968,3,2.0,1,3.0,1152,11700
2379,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1970,4,2.0,1,4.0,2411,8000
2380,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1969,3,2.0,1,2.0,1082,8723
2381,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1968,3,2.0,1,3.0,1295,11700
2382,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1972,3,2.0,1,2.0,1610,11358
2383,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1993,2,2.0,1,2.0,1594,9547
2384,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1993,3,2.0,1,4.0,2075,10530
2385,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1966,3,2.0,1,3.0,1093,10738
2386,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1963,3,1.0,1,2.0,1052,10800
2387,Densidade Residencial Baixa,NAmes,1 andar,6,1967,3,1.0,1,2.0,1107,8050
2388,Densidade Residencial Baixa,NAmes,1 andar,5,1964,2,3.0,2,2.0,1224,10899
2389,Densidade Residencial Baixa,NAmes,1 andar,5,1956,2,2.0,1,1.0,1074,7450
2390,Densidade Residencial Baixa,NAmes,1 andar,5,1961,2,2.0,1,2.0,1187,14357
2391,Densidade Residencial Baixa,NAmes,1 andar,7,1961,3,2.0,1,1.0,964,8243
2392,Densidade Residencial Baixa,NAmes,1 andar,7,1960,3,1.0,1,1.0,894,8680
2393,Densidade Residencial Baixa,NAmes,1 andar,6,1966,3,2.0,1,3.0,1200,8800
2394,Densidade Residencial Baixa,NAmes,2 andares,5,1965,3,2.0,1,2.0,1042,9200
2395,Densidade Residencial Baixa,NAmes,2 andares,7,1964,5,2.0,1,3.0,2154,8800
2396,Densidade Residencial Baixa,NAmes,1 andar,5,1964,3,1.0,1,2.0,1374,11382
2397,Densidade Residencial Baixa,NAmes,1 andar,7,1959,3,2.0,1,3.0,1652,22002
2398,Densidade Residencial Baixa,NAmes,2 andares,7,1940,2,2.0,1,1.0,908,12172
2399,Densidade Residencial Baixa,Brookside,1 andar,3,1946,2,0.0,1,2.0,666,5000
2400,Densidade Residencial Baixa,Brookside,2 andares,5,1945,2,0.0,1,2.0,670,3500
2401,Densidade Residencial Baixa,Brookside,1 andar,8,1958,2,1.0,1,1.0,808,5175
2402,Densidade Residencial Baixa,NAmes,1 andar,6,1955,2,1.0,1,2.0,1150,9600
2403,Densidade Residencial Baixa,NAmes,1 andar,5,1968,4,3.0,2,2.0,1560,8668
2404,Densidade Residencial Baixa,NAmes,2 andares,6,1966,3,2.0,1,3.0,1280,10050
2405,Densidade Residencial Baixa,NAmes,2 andares,5,1961,3,2.0,1,2.0,1254,9600
2406,Densidade Residencial Baixa,NAmes,1 andar,7,1957,2,1.0,1,2.0,936,8760
2407,Densidade Residencial Baixa,NAmes,1 andar,6,1956,3,1.0,1,2.0,1008,6860
2408,Densidade Residencial Baixa,NAmes,1 andar,7,1963,3,2.0,1,2.0,1053,8250
2409,Densidade Residencial Baixa,NAmes,1 andar,5,1960,3,1.0,1,1.0,1144,9100
2410,Densidade Residencial Baixa,NAmes,1 andar,6,1957,4,2.0,1,1.0,1721,9736
2411,Densidade Residencial Baixa,NAmes,1 andar,5,1957,2,1.0,1,2.0,922,9770
2412,Densidade Residencial Baixa,NAmes,1 andar,6,1955,3,1.0,1,1.0,1411,12198
2413,Densidade Residencial Baixa,NAmes,1 andar,5,1955,3,1.0,1,2.0,1216,10050
2414,Densidade Residencial Baixa,NAmes,1 andar,9,1953,3,1.0,1,2.0,1154,11556
2415,Densidade Residencial Baixa,NAmes,1 andar,5,1958,4,2.0,2,2.0,1560,8078
2416,Densidade Residencial Baixa,NAmes,1 andar,6,1952,2,2.0,1,1.0,948,10950
2417,Densidade Residencial Baixa,NAmes,1 andar,7,1953,3,1.0,1,2.0,1040,7942
2418,Densidade Residencial Baixa,NAmes,1 andar,8,1956,3,1.0,1,2.0,925,8540
2419,Densidade Residencial Baixa,NAmes,2 andares,4,1955,4,1.0,1,2.0,1540,7150
2420,Densidade Residencial Baixa,NAmes,1 andar,5,1955,3,1.0,1,2.0,925,8400
2421,Densidade Residencial Baixa,NAmes,1 andar,6,1953,3,1.0,1,2.0,1647,9532
2422,Densidade Residencial Baixa,Old Town,1 andar,5,1952,2,1.0,1,1.0,924,15783
2423,Densidade Residencial Baixa,Old Town,2 andares,7,1890,3,0.0,1,2.0,1544,14190
2424,Densidade Residencial Baixa,NAmes,2 andares,6,1953,3,1.0,1,2.0,1728,12099
2425,Densidade Residencial Baixa,NAmes,2 andares,4,1935,4,3.0,1,4.0,3086,21281
2426,Densidade Residencial Baixa,Old Town,2 andares,7,1925,1,2.0,1,3.0,1281,10284
2427,Densidade Residencial Baixa,Old Town,2 andares,9,1895,3,0.0,1,2.0,1534,10800
2428,Densidade Residencial Baixa,NAmes,2 andares,5,1963,4,1.0,1,3.0,1651,10090
2429,Densidade Residencial Baixa,NAmes,1 andar,7,1961,3,1.0,1,2.0,888,8700
2430,Densidade Residencial Baixa,NAmes,1 andar,6,1968,3,1.0,1,2.0,952,8300
2431,Densidade Residencial Baixa,NAmes,1 andar,3,1950,3,1.0,1,2.0,1238,7200
2432,Densidade Residencial Baixa,NAmes,1 andar,7,1959,3,1.0,1,2.0,1040,7500
2433,Densidade Residencial Baixa,NAmes,1 andar,6,1958,3,1.0,1,2.0,1170,7315
2434,Densidade Residencial Baixa,NAmes,1 andar,5,1960,3,1.0,1,3.0,1242,7903
2435,Densidade Residencial Baixa,NAmes,1 andar,5,1960,3,1.0,1,2.0,1377,8000
2436,Densidade Residencial Baixa,NAmes,1 andar,6,1961,3,1.0,1,1.0,925,7000
2437,Densidade Residencial Baixa,NAmes,1 andar,5,1962,2,1.0,1,1.0,864,6600
2438,Densidade Residencial Baixa,NAmes,2 andares,5,1962,3,1.0,1,2.0,936,6760
2439,Densidade Residencial Média,Old Town,1 andar,7,1926,2,2.0,1,1.0,960,6978
2440,Densidade Residencial Média,Old Town,2 andares,6,1927,3,2.0,1,1.0,1296,6000
2441,Densidade Residencial Média,Old Town,1 andar,5,1922,2,1.0,1,2.0,1022,4480
2442,Densidade Residencial Média,Old Town,1 andar,6,1920,2,1.0,1,1.0,967,3153
2443,Densidade Residencial Média,Old Town,1 andar,8,1940,2,2.0,1,1.0,1072,7200
2444,Densidade Residencial Média,Old Town,2 andares,8,1900,2,2.0,1,1.0,1174,9000
2445,Densidade Residencial Média,Old Town,2 andares,6,1900,3,1.0,1,1.0,1141,5925
2446,Densidade Residencial Média,Old Town,2 andares,8,1900,4,2.0,1,3.0,1798,9639
2447,Densidade Residencial Média,Old Town,2 andares,9,1910,3,2.0,1,3.0,1772,10337
2448,Densidade Residencial Média,Old Town,2 andares,6,1927,4,1.0,1,3.0,1642,9863
2449,Densidade Residencial Média,Old Town,2 andares,7,1910,3,2.0,1,1.0,1232,4571
2450,Densidade Residencial Média,Old Town,2 andares,8,1910,3,2.0,1,2.0,1650,8398
2451,Densidade Residencial Média,Old Town,2 andares,7,1930,3,1.0,1,2.0,1358,3600
2452,Densidade Residencial Média,Old Town,2 andares,8,1879,3,2.0,1,2.0,2454,13500
2453,Densidade Residencial Média,Old Town,1 andar,6,1956,2,1.0,1,1.0,968,8626
2454,Densidade Residencial Média,Old Town,2 andares,7,1949,1,1.0,1,2.0,1382,11800
2455,Densidade Residencial Baixa,Brookside,1 andar,7,1925,1,1.0,1,2.0,1060,6854
2456,Densidade Residencial Média,Brookside,2 andares,6,1950,3,1.0,1,2.0,1435,8674
2457,Densidade Residencial Média,Brookside,2 andares,7,1939,3,1.0,1,2.0,1274,6125
2458,Densidade Residencial Média,Brookside,2 andares,6,1939,3,1.0,1,2.0,1232,6000
2459,Densidade Residencial Média,Brookside,2 andares,7,1939,2,1.0,1,1.0,884,6120
2460,Densidade Residencial Média,Brookside,2 andares,5,1938,3,2.0,1,3.0,1409,6240
2461,Densidade Residencial Média,Brookside,2 andares,8,1939,4,1.0,1,2.0,1322,6240
2462,Densidade Residencial Média,Brookside,2 andares,7,1930,3,1.0,1,1.0,1426,6240
2463,Densidade Residencial Média,Brookside,2 andares,6,1926,2,2.0,1,2.0,1281,6120
2464,Densidade Residencial Média,Old Town,2 andares,8,1918,4,1.0,1,3.0,2264,7755
2465,Densidade Residencial Baixa,Brookside,2 andares,7,1920,3,2.0,1,1.0,1376,8850
2466,Densidade Residencial Baixa,Brookside,2 andares,5,1926,4,2.0,1,1.0,1316,8550
2467,Densidade Residencial Média,Old Town,2 andares,6,1929,3,2.0,1,3.0,1344,5700
2468,Densidade Residencial Média,Old Town,2 andares,4,1901,3,1.0,1,2.0,1173,5680
2469,Densidade Residencial Média,Old Town,2 andares,3,1901,2,1.0,1,1.0,1214,5680
2470,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1963,5,2.0,1,3.0,2294,13200
2471,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,9,1950,4,1.0,1,2.0,1952,9780
2472,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1915,3,2.0,1,2.0,2180,10320
2473,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1958,3,2.0,1,3.0,1315,4330
2474,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,1,1910,3,1.0,1,2.0,1484,10320
2475,Densidade Residencial Baixa,Sawyer,2 andares,8,1937,3,2.0,1,3.0,2267,12888
2476,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,6,1942,2,1.0,1,2.0,1282,4484
2477,Densidade Residencial Baixa,Sawyer,2 andares,5,1963,3,1.0,1,2.0,999,11235
2478,Densidade Residencial Baixa,Sawyer,2 andares,5,1964,2,2.0,1,2.0,1452,11235
2479,Densidade Residencial Baixa,Sawyer,1 andar,3,1964,3,2.0,1,2.0,1005,14299
2480,Densidade Residencial Baixa,Sawyer,2 andares,8,1964,3,2.0,1,3.0,1020,14149
2481,Densidade Residencial Baixa,Sawyer,1 andar,4,1966,3,1.0,1,2.0,1040,11677
2482,Densidade Residencial Baixa,Sawyer,1 andar,6,1971,2,2.0,1,2.0,868,8425
2483,Densidade Residencial Baixa,Sawyer,1 andar,5,1968,3,1.0,1,1.0,897,8665
2484,Densidade Residencial Baixa,Sawyer,1 andar,5,1967,2,2.0,1,2.0,943,8398
2485,Densidade Residencial Baixa,Sawyer,1 andar,7,1966,3,1.0,1,2.0,912,8169
2486,Densidade Residencial Baixa,Sawyer,1 andar,5,1956,3,1.0,1,2.0,1375,14175
2487,Densidade Residencial Baixa,Sawyer,2 andares,4,1920,4,2.0,1,3.0,2654,16779
2488,Densidade Residencial Baixa,Sawyer,2 andares,8,1940,2,1.0,1,2.0,1302,6960
2489,Densidade Residencial Baixa,Sawyer,1 andar,5,1954,3,2.0,1,1.0,1299,11375
2490,Densidade Residencial Baixa,Sawyer,1 andar,6,1958,3,1.0,1,2.0,1176,13770
2491,Densidade Residencial Baixa,Sawyer,1 andar,7,1945,3,2.0,1,1.0,998,9000
2492,Densidade Residencial Baixa,Clear Creek,1 andar,5,1984,3,2.0,1,2.0,1522,11075
2493,Densidade Residencial Baixa,Edwards,1 andar,7,1948,3,2.0,1,2.0,1325,17541
2494,Densidade Residencial Baixa,Edwards,1 andar,5,1953,3,2.0,1,2.0,1630,22692
2495,Densidade Residencial Baixa,Edwards,1 andar,5,1946,2,1.0,1,1.0,1242,17808
2496,Densidade Residencial Baixa,Clear Creek,1 andar,7,1954,4,2.0,1,3.0,2422,12671
2497,Densidade Residencial Baixa,Edwards,2 andares,6,1954,3,1.0,1,2.0,1626,10512
2498,Densidade Residencial Baixa,South & West of Iowa State University,1 andar,5,1958,3,1.0,1,2.0,864,5400
2499,Densidade Residencial Baixa,Edwards,1 andar,5,1958,3,1.0,1,1.0,943,11515
2500,Densidade Residencial Baixa,Edwards,1 andar,6,1984,2,1.0,1,2.0,1038,3869
2501,Densidade Residencial Baixa,Edwards,1 andar,6,1951,4,1.0,1,2.0,1342,9280
2502,Densidade Residencial Baixa,Edwards,2 andares,6,1951,4,1.0,1,2.0,1480,11100
2503,Densidade Residencial Baixa,Edwards,2 andares,5,1920,4,1.0,1,2.0,1362,7550
2504,Densidade Residencial Baixa,Sawyer West,2 andares,5,1984,4,2.0,1,2.0,1822,23920
2505,Densidade Residencial Baixa,Sawyer West,2 andares,5,1994,3,2.0,1,4.0,1958,9317
2506,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,3.0,1,2.0,1651,9178
2507,Densidade Residencial Baixa,College Creek,1 andar,5,2006,3,3.0,1,3.0,2140,10481
2508,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,3.0,1,2.0,1651,10235
2509,Densidade Residencial Baixa,College Creek,1 andar,5,2005,3,3.0,1,2.0,1546,11750
2510,Densidade Residencial Baixa,College Creek,1 andar,5,2006,3,2.0,1,2.0,1500,8760
2511,Densidade Residencial Baixa,College Creek,1 andar,5,2005,2,2.0,1,2.0,1270,7242
2512,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1795,9316
2513,Densidade Residencial Baixa,Sawyer West,2 andares,5,1988,3,2.0,1,4.0,1873,8883
2514,Densidade Residencial Baixa,Clear Creek,1 andar,6,1976,0,2.0,1,3.0,1743,20064
2515,Densidade Residencial Baixa,College Creek,1 andar,5,1994,3,2.0,1,2.0,1022,14217
2516,Densidade Residencial Baixa,College Creek,2 andares,6,1997,3,2.0,1,4.0,1308,10021
2517,Densidade Residencial Baixa,College Creek,1 andar,7,1994,3,1.0,1,2.0,990,8428
2518,Densidade Residencial Baixa,College Creek,1 andar,5,1996,3,1.0,1,3.0,1097,16561
2519,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,2.0,1,3.0,1873,10820
2520,Densidade Residencial Baixa,College Creek,2 andares,5,1998,3,2.0,1,4.0,1753,12352
2521,Densidade Residencial Baixa,College Creek,2 andares,5,2001,3,2.0,1,3.0,1690,9543
2522,Densidade Residencial Baixa,College Creek,2 andares,5,2000,3,2.0,1,4.0,1842,8826
2523,Densidade Residencial Baixa,College Creek,1 andar,5,1974,3,2.0,1,1.0,894,11800
2524,Densidade Residencial Baixa,College Creek,2 andares,5,1976,3,2.0,1,2.0,1025,8660
2525,Densidade Residencial Baixa,College Creek,2 andares,7,1977,3,2.0,1,2.0,1009,9720
2526,Densidade Residencial Baixa,College Creek,1 andar,5,1977,3,2.0,1,2.0,1040,8982
2527,Densidade Residencial Baixa,College Creek,1 andar,4,1977,3,1.0,1,2.0,907,16300
2528,Densidade Residencial Baixa,College Creek,1 andar,6,1975,3,2.0,1,1.0,879,9675
2529,Densidade Residencial Baixa,College Creek,1 andar,5,1972,3,2.0,1,2.0,864,7200
2530,Densidade Residencial Baixa,College Creek,1 andar,8,1972,3,2.0,1,1.0,875,7200
2531,Densidade Residencial Baixa,College Creek,1 andar,5,2000,3,2.0,1,3.0,1673,11354
2532,Densidade Residencial Baixa,College Creek,2 andares,5,2003,3,2.0,1,4.0,1932,8749
2533,Densidade Residencial Baixa,College Creek,2 andares,5,2002,3,2.0,1,3.0,1729,8158
2534,Densidade Residencial Baixa,College Creek,1 andar,5,1994,3,2.0,1,2.0,1592,11927
2535,Densidade Residencial Baixa,College Creek,2 andares,5,2001,4,2.0,1,4.0,2439,12728
2536,Densidade Residencial Baixa,College Creek,2 andares,5,1996,3,2.0,1,4.0,1992,15295
2537,Densidade Residencial Baixa,College Creek,1 andar,5,1999,1,2.0,1,3.0,1341,17227
2538,Densidade Residencial Baixa,College Creek,2 andares,5,2007,3,2.0,1,3.0,1476,8145
2539,Densidade Residencial Baixa,College Creek,1 andar,5,2005,2,2.0,1,3.0,1190,8769
2540,Densidade Residencial Baixa,College Creek,1 andar,5,2006,3,2.0,1,2.0,1330,8334
2541,Densidade Residencial Baixa,College Creek,2 andares,5,2006,3,2.0,1,3.0,1491,8333
2542,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1536,9045
2543,Densidade Residencial Baixa,Edwards,2 andares,5,1967,2,1.0,1,2.0,936,9825
2544,Densidade Residencial Baixa,Edwards,1 andar,6,1963,2,2.0,1,1.0,1088,8308
2545,Densidade Residencial Baixa,Edwards,2 andares,6,1925,3,2.0,1,2.0,1351,16287
2546,Densidade Residencial Baixa,Edwards,1 andar,6,1960,2,2.0,1,1.0,1179,8240
2547,Densidade Residencial Baixa,Edwards,2 andares,6,1976,3,2.0,1,2.0,1044,6285
2548,Densidade Residencial Baixa,Edwards,2 andares,6,1979,5,2.0,2,3.0,2233,9555
2549,Densidade Residencial Baixa,Edwards,2 andares,5,2005,3,2.0,1,4.0,1408,7023
2550,Densidade Residencial Baixa,Edwards,1 andar,5,2008,2,3.0,1,5.0,5095,39290
2551,Densidade Residencial Média,Edwards,2 andares,5,2005,2,2.0,1,2.0,1072,3675
2552,Densidade Residencial Baixa,Edwards,1 andar,7,1959,2,1.0,1,2.0,960,6400
2553,Densidade Residencial Baixa,Edwards,1 andar,3,1955,2,0.0,2,2.0,1152,6882
2554,Densidade Residencial Baixa,Edwards,1 andar,6,1946,4,0.0,2,2.0,1195,8741
2555,Densidade Residencial Baixa,Edwards,2 andares,8,1920,2,1.0,1,2.0,865,10042
2556,Densidade Residencial Baixa,Edwards,1 andar,5,1955,2,1.0,1,1.0,768,8172
2557,Densidade Residencial Baixa,Edwards,1 andar,5,1955,3,2.0,1,2.0,864,8172
2558,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,6,1923,6,0.0,2,4.0,2592,10890
2559,Densidade Residencial Baixa,Crawford,1 andar,5,1926,3,1.0,1,1.0,1422,7223
2560,Densidade Residencial Baixa,Crawford,2 andares,7,1921,2,1.0,1,2.0,1298,6821
2561,Densidade Residencial Baixa,Crawford,2 andares,8,1930,2,1.0,1,2.0,1098,4000
2562,Densidade Residencial Baixa,Crawford,2 andares,7,1921,3,1.0,1,1.0,1436,6720
2563,Densidade Residencial Baixa,Crawford,2 andares,8,1926,3,1.0,1,1.0,1461,7155
2564,Densidade Residencial Baixa,Crawford,2 andares,7,1927,4,2.0,1,3.0,1718,7230
2565,Densidade Residencial Baixa,Crawford,1 andar,5,1951,2,2.0,1,2.0,1226,13108
2566,Densidade Residencial Baixa,Crawford,2 andares,6,1930,4,1.0,1,2.0,1755,7810
2567,Densidade Residencial Baixa,Crawford,2 andares,5,1941,3,2.0,1,2.0,1355,6221
2568,Densidade Residencial Baixa,Crawford,1 andar,4,1960,3,2.0,1,2.0,1560,25485
2569,Densidade Residencial Baixa,Crawford,1 andar,6,1968,3,2.0,1,3.0,1488,21579
2570,Densidade Residencial Média,Bluestem,2 andares,6,1980,2,2.0,1,1.0,1045,1782
2571,Densidade Residencial Baixa,Crawford,1 andar,5,1995,4,2.0,1,2.0,1680,17871
2572,Densidade Residencial Média,Bluestem,1 andar,5,1988,1,2.0,1,2.0,1020,3907
2573,Densidade Residencial Baixa,Crawford,1 andar,5,1971,3,2.0,1,2.0,1696,20693
2574,Densidade Residencial Baixa,Crawford,1 andar,5,1986,2,2.0,1,3.0,2726,18044
2575,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1940,3,2.0,1,1.0,1215,7000
